No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
3837,WISEA J201300.68-564910.4,303.25283,-56.81958,*,84.0,0.00028,SLS,20.2I,3.635,3,0,16,2,1,0,0
3838,WISEA J201300.68-565517.8,303.25284,-56.92162,*,321.0,0.00107,SLS,17.6r,6.033,2,0,12,2,1,0,0
3839,WISEA J201300.68-565002.1,303.25286,-56.83393,G,72499.0,0.24183,SLS,19.7V,3.457,4,0,12,4,1,0,0
3860,WINGS J201301.48-563832.2,303.25617,-56.64228,G,4383.0,0.01462,SUN,20.9V,12.328,7,0,0,6,1,0,0
3863,[OCN2009] J201301.56-565110.8,303.2565,-56.853,*,3.0,1e-05,SLS,18.7r,3.66,1,0,0,1,1,0,0
3878,WISEA J201301.93-565651.9,303.25806,-56.94777,G,15841.0,0.05284,UUN,15.0V,7.458,19,0,45,11,7,3,0
3889,[OCN2009] J201302.20-565702.1,303.25917,-56.95061,*,84.0,0.00028,SLS,15.8r,7.625,1,0,0,1,1,0,0
3895,WISEA J201302.35-565028.6,303.25979,-56.84131,*,237.0,0.00079,SLS,17.9r,3.674,1,0,12,2,1,0,0
3903,[OCN2009] J201302.46-565715.8,303.26025,-56.95439,*,276.0,0.00092,SLS,17.7r,7.841,2,0,0,1,1,0,0
3914,[OCN2009] J201302.77-563733.7,303.26154,-56.62603,*,39.0,0.00013,SLS,18.3r,13.314,2,0,0,1,1,0,0
3934,[OCN2009] J201303.28-565718.0,303.26371,-56.955,*,234.0,0.00078,SLS,18.8r,7.927,1,0,0,1,1,0,0
3936,WISEA J201303.34-563737.3,303.26392,-56.62703,*,318.0,0.00106,SLS,17.4r,13.278,2,0,18,3,1,0,0
3951,[OCN2009] J201303.69-565646.2,303.26538,-56.94619,G,19825.0,0.06613,SLS,18.7r,7.496,1,0,0,1,1,0,0
3957,WISEA J201303.88-565358.8,303.26618,-56.89969,*,18.0,6e-05,SLS,16.0r,5.319,2,0,18,3,1,0,0
3981,WISEA J201304.50-564856.2,303.26878,-56.81563,G,17955.0,0.05989,SLS,16.9I,4.208,6,0,38,7,3,0,0
3998,[OCN2009] J201304.83-565231.1,303.27013,-56.87531,*,21.0,7e-05,SLS,15.5r,4.562,1,0,0,1,1,0,0
4003,WISEA J201305.11-570028.1,303.27131,-57.00782,G,16560.0,0.055238,UUN,16.4V,10.906,15,0,28,7,5,2,0
4005,2MASS J20130513-5640117,303.27138,-56.66992,*,177.0,0.00059,SLS,17.4r,10.927,2,0,4,2,1,0,0
4012,WISEA J201305.28-565359.2,303.27201,-56.89978,G,15838.0,0.05283,UUN,16.6V,5.464,14,0,31,8,5,2,1
4021,2MASX J20130542-5652292,303.27267,-56.87476,G,18881.0,0.06298,SLS,15.9V,4.62,12,0,35,7,4,6,1
4027,WISEA J201305.50-570210.0,303.27295,-57.03612,G,15424.0,0.05145,SLS,18.2V,12.515,5,0,12,4,1,0,0
4096,2MASS J20130778-5651550,303.28246,-56.86531,G,13455.0,0.04488,SLS,16.6V,4.687,5,0,6,3,1,0,0
4099,WISEA J201307.83-564829.6,303.28266,-56.80824,G,17787.0,0.05933,SLS,15.1V,4.793,16,0,44,9,5,6,0
4108,WINGS J201307.95-564814.9,303.28312,-56.80414,*,159.0,0.00053,SLS,17.2V,4.907,2,0,0,1,1,0,0
4126,WISEA J201308.56-564645.9,303.28558,-56.77943,G,18209.0,0.06074,SLS,18.7I,5.763,8,0,16,6,3,0,0
4139,WISEA J201308.82-565219.2,303.28678,-56.872,G,17622.0,0.05878,SLS,17.4V,4.967,3,0,18,4,1,0,0
4192,WISEA J201310.07-564945.9,303.29197,-56.82942,G,166265.0,0.5546,PUN,19.9I,4.763,6,0,37,6,1,1,0
4195,WISEA J201310.17-565355.4,303.29239,-56.89873,G,15394.0,0.05135,SLS,17.5I,5.94,6,0,16,4,1,0,0
4209,WISEA J201310.76-565843.2,303.29474,-56.97866,G,16800.0,0.05604,SLS,19.6V,9.662,7,0,12,6,3,0,0
4218,[OCN2009] J201310.89-564549.7,303.29537,-56.76381,*,12.0,4e-05,SLS,18.7r,6.619,2,0,0,1,1,0,0
4236,WISEA J201311.25-563906.6,303.29692,-56.65186,G,44732.0,0.14921,SLS,19.6V,12.252,5,0,12,5,1,0,0
4254,WISEA J201311.62-565034.2,303.29845,-56.84285,G,16680.0,0.05564,SLS,16.6I,4.945,6,0,22,5,1,0,0
4259,WISEA J201311.78-570037.8,303.2991,-57.01053,G,39468.0,0.13165,SLS,18.5V,11.42,6,0,12,5,2,0,0
4277,WINGS J201312.36-564807.5,303.30151,-56.80208,G,116982.0,0.39021,SLS,19.1r,5.508,2,0,0,2,1,0,0
4291,WISEA J201312.82-564500.4,303.30345,-56.75014,*,45.0,0.00015,SLS,18.5r,7.385,2,0,16,3,1,0,0
4295,WISEA J201312.86-564025.4,303.3036,-56.67373,G,68098.0,0.22715,SLS,18.8r,11.16,2,0,12,2,1,0,0
4304,WISEA J201313.06-565554.6,303.30432,-56.93182,G,17478.0,0.0583,SLS,18.4I,7.569,8,0,16,6,3,0,0
4308,WISEA J201313.21-564633.5,303.30475,-56.7762,G,16387.0,0.05466,SLS,18.6I,6.382,8,0,16,6,3,0,0
4316,WISEA J201313.39-564522.7,303.3058,-56.75633,G,16189.0,0.054,SLS,18.2I,7.176,6,0,16,4,1,0,0
4320,WISEA J201313.67-564944.3,303.30698,-56.829,G,15922.0,0.05311,SLS,17.5I,5.255,6,0,22,5,1,0,0
4326,WISEA J201313.98-565125.6,303.30827,-56.85712,G,16276.0,0.05429,SLS,17.0I,5.372,8,0,21,7,3,0,0
4343,WINGS J201314.43-565219.1,303.31012,-56.87198,G,16000.0,0.05337,SLS,,5.677,2,0,0,2,2,0,0
4354,WISEA J201314.69-565806.3,303.31124,-56.96844,G,16459.0,0.0549,SLS,18.4V,9.431,5,0,17,5,1,0,0
4371,WISEA J201315.19-564127.1,303.3132,-56.6908,G,16285.0,0.05432,SLS,19.4V,10.421,7,0,12,6,3,0,0
4391,WISEA J201315.87-563637.7,303.31613,-56.61049,*,246.0,0.00082,SLS,18.3r,14.786,2,0,12,2,1,0,0
4401,WISEA J201316.27-563755.4,303.31782,-56.63208,G,88924.0,0.29662,SLS,18.5V,13.616,5,0,18,5,1,0,0
4412,WISEA J201316.58-570026.7,303.31903,-57.00745,G,70277.0,0.23442,SLS,19.0V,11.556,6,0,12,5,2,0,0
4413,2MASX J20131664-5653212,303.31917,-56.88918,G,16025.0,0.053454,SUN,17.02,6.372,10,0,19,4,3,2,1
4420,[OCN2009] J201316.77-565325.1,303.31988,-56.89031,*,135.0,0.00045,SLS,16.6r,6.425,1,0,0,1,1,0,0
4428,2CXO J201317.0-565056,303.3212,-56.84905,XrayS,194745.0,0.6496,PUN,,5.718,2,0,20,3,1,0,0
4437,WISEA J201317.46-563940.6,303.32276,-56.66129,G,82170.0,0.27409,SLS,19.8V,12.114,5,0,12,4,1,0,0
4455,WISEA J201317.99-563707.9,303.32486,-56.61884,G,16821.0,0.05611,SLS,18.2V,14.436,7,0,12,6,3,0,0
4468,WISEA J201318.36-563851.7,303.32652,-56.64772,*,255.0,0.00085,SLS,18.4r,12.893,2,0,16,3,1,0,0
4502,WISEA J201319.18-565215.2,303.32994,-56.8709,G,81571.0,0.27209,SLS,18.2I,6.27,9,0,43,9,2,0,0
4508,WISEA J201319.32-564315.2,303.33052,-56.72091,*,90.0,0.0003,SLS,18.0r,9.286,2,0,12,2,1,0,0
4549,WISEA J201320.26-570028.1,303.33442,-57.00781,G,14444.0,0.04818,SLS,17.9V,11.827,5,0,18,5,1,0,0
4556,WISEA J201320.40-564039.3,303.33483,-56.678,*,156.0,0.00052,SLS,18.6r,11.45,2,0,12,2,1,0,0
4560,WISEA J201320.47-565228.1,303.33536,-56.87452,G,16803.0,0.05605,SLS,18.8I,6.507,8,0,16,6,3,0,0
4575,[OCN2009] J201320.94-565651.5,303.33725,-56.94764,*,162.0,0.00054,SLS,18.9r,8.999,2,0,0,1,1,0,0
4579,WISEA J201320.87-565429.8,303.33749,-56.90818,G,30909.0,0.1031,SLS,18.3I,7.474,7,0,16,5,2,0,0
4606,WISEA J201322.55-570254.6,303.34396,-57.04852,G,69870.0,0.23306,SLS,18.2r,14.114,2,0,12,2,1,0,0
4610,2MASS J20132275-5651303,303.34408,-56.85819,*,27.0,9e-05,SLS,17.7r,6.538,2,0,6,2,1,0,0
4625,WISEA J201323.16-564957.7,303.34652,-56.83271,G,15802.0,0.05271,UUN,17.88,6.529,11,0,31,6,5,2,0
4652,WISEA J201323.92-570231.3,303.35025,-57.04206,*,102.0,0.00034,SLS,18.6r,13.867,2,0,12,2,1,0,0
4653,WISEA J201324.11-565248.0,303.35047,-56.88002,*,78.0,0.00026,SLS,16.3I,7.085,2,0,22,3,1,0,0
4663,WISEA J201324.47-564127.8,303.35184,-56.69098,G,38176.0,0.12734,SLS,19.3r,11.128,2,0,12,3,1,0,0
